hugojair,1-mwigEJA0I.08.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,vyTWN4ZKkmo.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,mhhNujGQD2g.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,G9bOXzZoTXA.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,A23DELpcD9k.08.mp4,1,-1,0,"['-1', '0', '2']","['-1', '0', '1']","['-1', '0', '2']",
hugojair,uEj0I82v66k.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,EGM8bWzH5nA.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,68lMlUE_Kec.04.mp4,1,-1,1,"['-1', '0']","['-1', '2']","['-1', '1']",
hugojair,4RcOfNchIPM.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,86UZPop5ua4.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,1VGn_V-5RYE.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,9dxFTjLzSjY.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,2UHDWIj5jdw.03.mp4,1,-1,0,"['-1', '0', '1']","['-1', '1']","['-1', '1']",
hugojair,Z3naaoQwMSU.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,ugmkHvEDyXY.05.mp4,1,-1,0,"['-1', '0', '1']","['-1', '1']","['-1', '0']",
hugojair,18j23m1eYVk.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,2ukMqOHfj4U.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,iXrfTsha-mU.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,8KOY89HXp7A.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,R2BwAt-TgRI.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,V6sIt5PcOi4.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,jDVvBm51zG8.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,ndGxgy8k32k.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,J2mEpFfeSy4.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,mWGzicjqAc0.10.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,a-HCBF2Zj-k.04.mp4,1,-1,0,"['-1', '1', '2']","['-1', '0']","['-1', '1', '2']",
hugojair,G9bOXzZoTXA.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,oyVh-fukERw.04.mp4,1,-1,1,"['-1', '0', '1']","['-1', '1', '2']","['-1', '1']",
hugojair,-3H77o_5_S4.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,_EIdW_WrYSo.05.mp4,1,-1,0,"['-1', '0']","['-1', '1']","['-1', '0']",
hugojair,U4S3Q0gRbkU.12.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,zvUh7x2D2Ec.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,CqOQkZG-TXY.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,q2OJMPC7INg.05.mp4,1,-1,0,"['-1', '0', '1', '2']","['-1', '1']","['-1', '0']",
hugojair,2FB08n6Mwas.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,kqSe_VWHP3s.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,7iLT-WOYAVg.04.mp4,1,-1,1,"['-1', '0']","['-1', '1']","['-1', '0']",
hugojair,ZaiaBg6DHko.03.mp4,1,-1,0,"['-1', '0', '1', '2']","['-1', '0', '1']","['-1', '1']",
hugojair,xYe78AzMAEo.08.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,9ktxLSnMZQY.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,WZNQBF54EGg.16.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,I6v9OlvE19A.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,eosWePjdJUw.06.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,-ilwzZTB_EI.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,oIPoA22qMvE.05.mp4,0,0,-1,['-1'],['-1'],['-1'],
hugojair,48RpLfedZrY.18.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,Z8oOkJSKMhg.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,6cyra7fjcsY.09.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,kWucA3XylTE.11.mp4,1,1,1,"['-1', '0']","['-1', '2']","['-1', '0']",
hugojair,MRin9PeaqQQ.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,sZuoNA3LmxQ.09.mp4,0,1,-1,['-1'],['-1'],['-1'],
